"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/22/2020","AQS","060179000","1","1.5","ug/m3 LC","6","Bliss SP","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9759996246692","-120.103505924399"
"01/25/2020","AQS","060179000","1","0.6","ug/m3 LC","3","Bliss SP","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9759996246692","-120.103505924399"
"01/01/2020","AQS","060179001","1","5.6","ug/m3 LC","23","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/04/2020","AQS","060179001","1","1.6","ug/m3 LC","7","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/07/2020","AQS","060179001","1","1.8","ug/m3 LC","8","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/10/2020","AQS","060179001","1","8.6","ug/m3 LC","36","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/13/2020","AQS","060179001","1","0.7","ug/m3 LC","3","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/16/2020","AQS","060179001","1","0.7","ug/m3 LC","3","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/19/2020","AQS","060179001","1","4.7","ug/m3 LC","20","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/22/2020","AQS","060179001","1","1.7","ug/m3 LC","7","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/25/2020","AQS","060179001","1","5.8","ug/m3 LC","24","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/28/2020","AQS","060179001","1","1.1","ug/m3 LC","5","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/31/2020","AQS","060179001","1","2.4","ug/m3 LC","10","Lake Tahoe Community College","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","017","El Dorado","38.9248","-119.97"
"01/01/2020","AQS","060610003","1","15.7","ug/m3 LC","59","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/02/2020","AQS","060610003","1","9.1","ug/m3 LC","38","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/03/2020","AQS","060610003","1","14","ug/m3 LC","55","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/04/2020","AQS","060610003","1","14.7","ug/m3 LC","56","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/05/2020","AQS","060610003","1","10.3","ug/m3 LC","43","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/06/2020","AQS","060610003","1","11.8","ug/m3 LC","49","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/07/2020","AQS","060610003","1","11.8","ug/m3 LC","49","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/08/2020","AQS","060610003","1","8.5","ug/m3 LC","35","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/09/2020","AQS","060610003","1","5.5","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/10/2020","AQS","060610003","1","6.9","ug/m3 LC","29","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/11/2020","AQS","060610003","1","9.1","ug/m3 LC","38","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/12/2020","AQS","060610003","1","5.5","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/13/2020","AQS","060610003","1","4.6","ug/m3 LC","19","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/14/2020","AQS","060610003","1","6.1","ug/m3 LC","25","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/15/2020","AQS","060610003","1","9","ug/m3 LC","38","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/16/2020","AQS","060610003","1","8.4","ug/m3 LC","35","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/17/2020","AQS","060610003","1","5.9","ug/m3 LC","25","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/18/2020","AQS","060610003","1","5.5","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/19/2020","AQS","060610003","1","11.3","ug/m3 LC","47","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/20/2020","AQS","060610003","1","7.7","ug/m3 LC","32","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/21/2020","AQS","060610003","1","7.3","ug/m3 LC","30","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/22/2020","AQS","060610003","1","3.9","ug/m3 LC","16","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/23/2020","AQS","060610003","1","7.6","ug/m3 LC","32","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/24/2020","AQS","060610003","1","9.6","ug/m3 LC","40","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/25/2020","AQS","060610003","1","12","ug/m3 LC","50","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/26/2020","AQS","060610003","1","5.7","ug/m3 LC","24","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/27/2020","AQS","060610003","1","4.5","ug/m3 LC","19","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/28/2020","AQS","060610003","1","7.7","ug/m3 LC","32","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/29/2020","AQS","060610003","1","5.6","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/30/2020","AQS","060610003","1","9","ug/m3 LC","38","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"01/31/2020","AQS","060610003","1","11.8","ug/m3 LC","49","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/01/2020","AQS","060610003","1","10.5","ug/m3 LC","44","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/02/2020","AQS","060610003","1","7.2","ug/m3 LC","30","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/03/2020","AQS","060610003","1","3.3","ug/m3 LC","14","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/04/2020","AQS","060610003","1","5.8","ug/m3 LC","24","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/05/2020","AQS","060610003","1","13.4","ug/m3 LC","54","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/06/2020","AQS","060610003","1","18.5","ug/m3 LC","64","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/07/2020","AQS","060610003","1","12.9","ug/m3 LC","53","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/08/2020","AQS","060610003","1","10.2","ug/m3 LC","43","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/09/2020","AQS","060610003","1","2.8","ug/m3 LC","12","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/10/2020","AQS","060610003","1","5","ug/m3 LC","21","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/11/2020","AQS","060610003","1","5","ug/m3 LC","21","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/12/2020","AQS","060610003","1","10.7","ug/m3 LC","45","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/13/2020","AQS","060610003","1","12.5","ug/m3 LC","52","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/14/2020","AQS","060610003","1","11.7","ug/m3 LC","49","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/15/2020","AQS","060610003","1","12.1","ug/m3 LC","51","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/16/2020","AQS","060610003","1","12.1","ug/m3 LC","51","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/17/2020","AQS","060610003","1","7.9","ug/m3 LC","33","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/18/2020","AQS","060610003","1","8.6","ug/m3 LC","36","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/19/2020","AQS","060610003","1","10.2","ug/m3 LC","43","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/20/2020","AQS","060610003","1","10","ug/m3 LC","42","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/21/2020","AQS","060610003","1","7.3","ug/m3 LC","30","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/22/2020","AQS","060610003","1","8.8","ug/m3 LC","37","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/23/2020","AQS","060610003","1","12.2","ug/m3 LC","51","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/24/2020","AQS","060610003","1","8.8","ug/m3 LC","37","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/25/2020","AQS","060610003","1","6.4","ug/m3 LC","27","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/26/2020","AQS","060610003","1","8.2","ug/m3 LC","34","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/27/2020","AQS","060610003","1","10.9","ug/m3 LC","45","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/28/2020","AQS","060610003","1","10.5","ug/m3 LC","44","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"02/29/2020","AQS","060610003","1","8.8","ug/m3 LC","37","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/01/2020","AQS","060610003","1","3.4","ug/m3 LC","14","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/02/2020","AQS","060610003","1","2","ug/m3 LC","8","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/20/2020","AQS","060610003","1","5.2","ug/m3 LC","22","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/21/2020","AQS","060610003","1","6.8","ug/m3 LC","28","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/22/2020","AQS","060610003","1","5","ug/m3 LC","21","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/23/2020","AQS","060610003","1","5.1","ug/m3 LC","21","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/24/2020","AQS","060610003","1","4.2","ug/m3 LC","18","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/25/2020","AQS","060610003","1","3.4","ug/m3 LC","14","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/26/2020","AQS","060610003","1","5.2","ug/m3 LC","22","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/27/2020","AQS","060610003","1","6","ug/m3 LC","25","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/28/2020","AQS","060610003","1","10","ug/m3 LC","42","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/29/2020","AQS","060610003","1","7.5","ug/m3 LC","31","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/30/2020","AQS","060610003","1","7.3","ug/m3 LC","30","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"03/31/2020","AQS","060610003","1","6.1","ug/m3 LC","25","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/01/2020","AQS","060610003","1","4.2","ug/m3 LC","18","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/02/2020","AQS","060610003","1","4.9","ug/m3 LC","20","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/03/2020","AQS","060610003","1","6.1","ug/m3 LC","25","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/04/2020","AQS","060610003","1","6.9","ug/m3 LC","29","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/05/2020","AQS","060610003","1","3.1","ug/m3 LC","13","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/06/2020","AQS","060610003","1","3.9","ug/m3 LC","16","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/07/2020","AQS","060610003","1","3.8","ug/m3 LC","16","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/08/2020","AQS","060610003","1","6.2","ug/m3 LC","26","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/09/2020","AQS","060610003","1","3.9","ug/m3 LC","16","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/10/2020","AQS","060610003","1","6.7","ug/m3 LC","28","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/11/2020","AQS","060610003","1","9.2","ug/m3 LC","38","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/12/2020","AQS","060610003","1","9.7","ug/m3 LC","40","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/13/2020","AQS","060610003","1","7.6","ug/m3 LC","32","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/14/2020","AQS","060610003","1","6.6","ug/m3 LC","28","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/15/2020","AQS","060610003","1","5.5","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/22/2020","AQS","060610003","1","6.3","ug/m3 LC","26","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/23/2020","AQS","060610003","1","4.4","ug/m3 LC","18","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/24/2020","AQS","060610003","1","4.6","ug/m3 LC","19","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/25/2020","AQS","060610003","1","6.1","ug/m3 LC","25","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/26/2020","AQS","060610003","1","4","ug/m3 LC","17","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/27/2020","AQS","060610003","1","7","ug/m3 LC","29","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/28/2020","AQS","060610003","1","6.6","ug/m3 LC","28","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/29/2020","AQS","060610003","1","4","ug/m3 LC","17","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"04/30/2020","AQS","060610003","1","5.1","ug/m3 LC","21","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/01/2020","AQS","060610003","1","5.5","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/02/2020","AQS","060610003","1","4.2","ug/m3 LC","18","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/03/2020","AQS","060610003","1","4.8","ug/m3 LC","20","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/04/2020","AQS","060610003","1","4.9","ug/m3 LC","20","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/05/2020","AQS","060610003","1","5.6","ug/m3 LC","23","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/06/2020","AQS","060610003","1","5.3","ug/m3 LC","22","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/07/2020","AQS","060610003","1","4.1","ug/m3 LC","17","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
"05/08/2020","AQS","060610003","1","4.7","ug/m3 LC","20","Auburn-Atwood","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.93568","-121.09959"
